platform,station_id,station_nm,charger_id,operating,open_dt,kw,install_dt,contract_1,contract_2,contract,mixed,address,area_1,area_2,as_div,as_team,sales_div,sales_team,install_rate,facility_type_2,parking_cnt
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108601,y,2022-12-01,7kW,2022-12-12,보조금,환경부,환경부,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108602,y,2022-12-01,7kW,2022-12-12,보조금,환경부,환경부,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108603,y,2022-12-01,7kW,2022-12-12,보조금,환경부,환경부,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108604,y,2022-12-01,7kW,2022-12-12,보조금,환경부,환경부,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108605,y,2022-12-01,7kW,2022-12-12,보조금,환경부,환경부,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108606,y,2022-12-01,7kW,2022-12-13,보조금,환경부,환경부,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108607,y,2022-12-01,7kW,2022-12-13,보조금,환경부,환경부,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108608,y,2022-12-01,7kW,2022-12-13,보조금,환경부,환경부,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108609,y,2022-12-01,7kW,2022-12-13,보조금,환경부,환경부,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108610,y,2023-02-01,7kW,2023-02-13,투자금,투자금,투자금,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108611,y,2023-02-01,7kW,2023-02-13,투자금,투자금,투자금,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001086,강원 강문동 세인트존스호텔,HNS00108612,y,2023-02-01,7kW,2023-02-14,투자금,투자금,투자금,혼합,"강원 강릉시 창해로 307 (강문동, 세인트존스 호텔)",강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
stcc,1755,강원 강문동 세인트존스호텔,10081,y,2022-03-01,3kW,2022-03-24,투자금,투자금,투자금,혼합,강원 강릉시 창해로 307,강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
stcc,1755,강원 강문동 세인트존스호텔,10082,y,2022-03-01,3kW,2022-03-24,투자금,투자금,투자금,혼합,강원 강릉시 창해로 307,강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
stcc,1755,강원 강문동 세인트존스호텔,10083,y,2022-03-01,3kW,2022-03-24,투자금,투자금,투자금,혼합,강원 강릉시 창해로 307,강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
stcc,1755,강원 강문동 세인트존스호텔,10084,y,2022-03-01,3kW,2022-03-24,투자금,투자금,투자금,혼합,강원 강릉시 창해로 307,강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
stcc,1755,강원 강문동 세인트존스호텔,10085,y,2022-03-01,3kW,2022-03-24,투자금,투자금,투자금,혼합,강원 강릉시 창해로 307,강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
stcc,1755,강원 강문동 세인트존스호텔,10086,y,2022-03-01,3kW,2022-03-24,투자금,투자금,투자금,혼합,강원 강릉시 창해로 307,강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,738
signet,HNS001530,강원 견소동 파인아트라벨호텔,HNS00153001,y,2023-02-01,7kW,2023-02-22,투자금,투자금,투자금,단독_7k,강원도 강릉시 해안로 32,강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,124
signet,HNS001530,강원 견소동 파인아트라벨호텔,HNS00153002,y,2023-02-01,7kW,2023-02-22,투자금,투자금,투자금,단독_7k,강원도 강릉시 해안로 32,강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,124
signet,HNS001530,강원 견소동 파인아트라벨호텔,HNS00153003,y,2023-02-01,7kW,2023-02-22,투자금,투자금,투자금,단독_7k,강원도 강릉시 해안로 32,강원,강릉시,중부,영동,중부,영동지점,0.024,숙박시설,124
signet,HNS001409,강원 결운리 홍천농업고등학교,HNS00140901,y,2023-02-01,7kW,2023-01-19,투자금,투자금,투자금,단독_7k,"강원 홍천군 홍천읍 홍천로 678-15 (결운리, 홍천농업고등학교)",강원,홍천군,중부,춘천,중부,춘천지점,0.014,기타,74
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126401,y,2023-02-01,7kW,2023-01-03,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126402,y,2023-02-01,7kW,2023-01-03,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126403,y,2023-02-01,7kW,2023-01-03,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126404,y,2023-02-01,7kW,2023-01-03,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126405,y,2023-02-01,7kW,2023-01-03,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126406,y,2023-02-01,7kW,2023-01-03,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126407,y,2023-02-01,7kW,2023-01-03,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126408,y,2023-02-01,7kW,2023-01-03,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126409,y,2023-02-01,7kW,2023-01-03,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126410,y,2023-02-01,7kW,2023-02-22,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001264,강원 궁촌리 센추리21골프클럽,HNS00126411,y,2023-02-01,7kW,2023-01-03,투자금,투자금,투자금,단독_7k,강원 원주시 문막읍 궁말길 193 (궁촌리),강원,원주시,중부,원주,중부,원주지점,0.021,상업시설,520
signet,HNS001410,강원 금산리 강원애니고등학교,HNS00141001,y,2023-02-01,7kW,2023-01-19,투자금,투자금,투자금,단독_7k,"강원 춘천시 서면 박사로 1025 (금산리, 강원애니고등학교)",강원,춘천시,중부,춘천,중부,춘천지점,0.019,기타,54
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083801,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083802,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083803,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083804,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083805,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083806,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083807,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083808,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083809,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083810,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083811,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083812,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083813,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083814,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083815,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083816,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083817,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083818,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083819,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083820,y,2022-11-01,3kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083821,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083822,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083823,y,2022-11-01,7kW,2022-11-07,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083824,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083825,y,2022-12-01,7kW,2022-12-02,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083826,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083827,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083828,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083829,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083830,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083831,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083832,y,2022-11-01,7kW,2022-11-07,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083833,y,2022-11-01,7kW,2022-11-07,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083834,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS000838,강원 단계동 원주봉화산푸르지오아파트,HNS00083835,y,2022-11-01,7kW,2022-11-10,보조금,환경부,환경부,혼합,"강원 원주시 봉화서부로 11 (단계동, 원주봉화산푸르지오아파트)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.03,아파트,1171
signet,HNS001130,강원 단구동 원주프리미엄아울렛,HNS00113001,y,2022-12-01,7kW,2022-12-20,보조금,환경부,환경부,단독_7k,"강원 원주시 서원대로 500 (단구동, 원주프리미엄아울렛)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.021,상업시설,288
signet,HNS001130,강원 단구동 원주프리미엄아울렛,HNS00113002,y,2022-12-01,7kW,2022-12-20,보조금,환경부,환경부,단독_7k,"강원 원주시 서원대로 500 (단구동, 원주프리미엄아울렛)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.021,상업시설,288
signet,HNS001130,강원 단구동 원주프리미엄아울렛,HNS00113003,y,2023-04-01,7kW,2023-04-12,투자금,투자금,투자금,단독_7k,"강원 원주시 서원대로 500 (단구동, 원주프리미엄아울렛)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.021,상업시설,288
signet,HNS001130,강원 단구동 원주프리미엄아울렛,HNS00113004,y,2023-04-01,7kW,2023-04-25,투자금,투자금,투자금,단독_7k,"강원 원주시 서원대로 500 (단구동, 원주프리미엄아울렛)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.021,상업시설,288
signet,HNS001130,강원 단구동 원주프리미엄아울렛,HNS00113005,y,2023-04-01,7kW,2023-04-12,투자금,투자금,투자금,단독_7k,"강원 원주시 서원대로 500 (단구동, 원주프리미엄아울렛)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.021,상업시설,288
signet,HNS001130,강원 단구동 원주프리미엄아울렛,HNS00113006,y,2023-04-01,7kW,2023-04-12,투자금,투자금,투자금,단독_7k,"강원 원주시 서원대로 500 (단구동, 원주프리미엄아울렛)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.021,상업시설,288
signet,HNS001714,강원 동산리 양양오션스테이,HNS00171401,y,2023-06-01,7kW,2023-05-15,투자금,투자금,투자금,단독_7k,강원 양양군 현남면 동산큰길 23 (동산리),강원,양양군,중부,영동,중부,영동지점,,숙박시설,
signet,HNS001714,강원 동산리 양양오션스테이,HNS00171402,y,2023-06-01,7kW,2023-05-15,투자금,투자금,투자금,단독_7k,강원 양양군 현남면 동산큰길 23 (동산리),강원,양양군,중부,영동,중부,영동지점,,숙박시설,
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047901,y,2022-10-01,7kW,2022-09-26,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047902,y,2022-10-01,7kW,2022-09-26,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047903,y,2022-10-01,7kW,2022-10-15,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047904,y,2022-10-01,7kW,2022-09-26,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047905,y,2022-10-01,7kW,2022-09-23,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047906,y,2022-10-01,7kW,2022-09-23,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047907,y,2022-10-01,7kW,2022-09-23,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047908,y,2022-10-01,7kW,2022-09-23,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047909,y,2022-10-01,7kW,2022-09-23,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047910,y,2022-10-01,7kW,2022-09-23,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS000479,강원 명륜동 한솔솔파크아파트,HNS00047911,y,2022-10-01,7kW,2022-09-23,보조금,환경부,환경부,단독_7k,"강원 원주시 한지공원길 102 (명륜동, 한솔솔파크)",강원,원주시,중부,원주,중부,원주지점,0.021,아파트,514
signet,HNS001308,강원 무릉리 퍼시먼관광호텔,HNS00130801,y,2023-03-01,7kW,2023-02-27,투자금,투자금,투자금,단독_7k,강원 정선군 남면 무릉4로 2 (무릉리),강원,정선군,중부,원주,중부,천안지점,0.019,숙박시설,107
signet,HNS001308,강원 무릉리 퍼시먼관광호텔,HNS00130802,y,2023-03-01,7kW,2023-01-09,투자금,투자금,투자금,단독_7k,강원 정선군 남면 무릉4로 2 (무릉리),강원,정선군,중부,원주,중부,천안지점,0.019,숙박시설,107
signet,HNS001483,강원 반곡동 봉대가온학교,HNS00148301,y,2023-02-01,7kW,2023-02-06,투자금,투자금,투자금,단독_7k,"강원 원주시 봉대길 33 (반곡동, 봉대가온학교)",강원,원주시,중부,원주,중부,춘천지점,0.044,기타,45
signet,HNS001483,강원 반곡동 봉대가온학교,HNS00148302,y,2023-02-01,7kW,2023-02-06,투자금,투자금,투자금,단독_7k,"강원 원주시 봉대길 33 (반곡동, 봉대가온학교)",강원,원주시,중부,원주,중부,춘천지점,0.044,기타,45
signet,HNS001472,강원 반곡동 엔터비즈타워,HNS00147201,y,2023-02-01,3kW,2023-02-21,보조금,환경부,환경부,혼합,"강원 원주시 입춘로 45 (반곡동, 엔터비즈타워)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.038,상업시설,520
signet,HNS001472,강원 반곡동 엔터비즈타워,HNS00147202,y,2023-02-01,3kW,2023-02-21,보조금,환경부,환경부,혼합,"강원 원주시 입춘로 45 (반곡동, 엔터비즈타워)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.038,상업시설,520
signet,HNS001472,강원 반곡동 엔터비즈타워,HNS00147203,y,2023-02-01,3kW,2023-02-21,보조금,환경부,환경부,혼합,"강원 원주시 입춘로 45 (반곡동, 엔터비즈타워)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.038,상업시설,520
signet,HNS001472,강원 반곡동 엔터비즈타워,HNS00147204,y,2023-02-01,3kW,2023-02-21,보조금,환경부,환경부,혼합,"강원 원주시 입춘로 45 (반곡동, 엔터비즈타워)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.038,상업시설,520
signet,HNS001472,강원 반곡동 엔터비즈타워,HNS00147205,y,2023-02-01,3kW,2023-02-21,보조금,환경부,환경부,혼합,"강원 원주시 입춘로 45 (반곡동, 엔터비즈타워)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.038,상업시설,520
signet,HNS001472,강원 반곡동 엔터비즈타워,HNS00147206,y,2023-02-01,3kW,2023-02-21,보조금,환경부,환경부,혼합,"강원 원주시 입춘로 45 (반곡동, 엔터비즈타워)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.038,상업시설,520
signet,HNS001472,강원 반곡동 엔터비즈타워,HNS00147207,y,2023-02-01,3kW,2023-02-21,보조금,환경부,환경부,혼합,"강원 원주시 입춘로 45 (반곡동, 엔터비즈타워)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.038,상업시설,520
signet,HNS001472,강원 반곡동 엔터비즈타워,HNS00147208,y,2023-02-01,3kW,2023-02-21,보조금,환경부,환경부,혼합,"강원 원주시 입춘로 45 (반곡동, 엔터비즈타워)",강원,원주시,중부,원주,가입자망운용,충강운용팀,0.038,상업시설,520
