platform,station_id,station_nm,charger_id,operating,open_dt,kw,install_dt,contract_1,contract_2,contract,mixed,address,area_1,area_2,as_div,as_team,sales_div,sales_team,install_rate,facility_type_2,parking_cnt
signet,HNS001294,경기 영덕동 호반써밋레이크파크아파트,HNS00129402,y,2023-03-01,7kW,2023-01-06,보조금,환경부,환경부,단독_7k,"경기 용인시 기흥구 흥덕1로79번길 37 (영덕동, 호반써밋 레이크파크)",경기,용인시 기흥구,수남,용인북부,수남,용인북부지점,0.003,아파트,587
signet,HNS000525,경기 영덕동 흥덕힐스테이트7단지아파트,HNS00052501,y,2022-10-01,3kW,2022-09-29,투자금,투자금,투자금,혼합,"경기 용인시 기흥구 흥덕2로 126 (영덕동, 흥덕마을7단지흥덕힐스테이트아파트)",경기,용인시 기흥구,수남,용인북부,서울,강북지점,0.006,아파트,629
signet,HNS000525,경기 영덕동 흥덕힐스테이트7단지아파트,HNS00052502,y,2022-10-01,3kW,2022-10-21,투자금,투자금,투자금,혼합,"경기 용인시 기흥구 흥덕2로 126 (영덕동, 흥덕마을7단지흥덕힐스테이트아파트)",경기,용인시 기흥구,수남,용인북부,서울,강북지점,0.006,아파트,629
signet,HNS000525,경기 영덕동 흥덕힐스테이트7단지아파트,HNS00052503,y,2022-12-01,7kW,2022-09-29,투자금,투자금,투자금,혼합,"경기 용인시 기흥구 흥덕2로 126 (영덕동, 흥덕마을7단지흥덕힐스테이트아파트)",경기,용인시 기흥구,수남,용인북부,서울,강북지점,0.006,아파트,629
signet,HNS000525,경기 영덕동 흥덕힐스테이트7단지아파트,HNS00052504,y,2022-12-01,7kW,2022-09-29,투자금,투자금,투자금,혼합,"경기 용인시 기흥구 흥덕2로 126 (영덕동, 흥덕마을7단지흥덕힐스테이트아파트)",경기,용인시 기흥구,수남,용인북부,서울,강북지점,0.006,아파트,629
signet,HNS001934,경기 영천동 동익미라벨타워,HNS00193401,n,,7kW,2023-08-17,보조금,환경부,환경부(23),,경기 화성시 동탄기흥로 560 (영천동),경기도,화성시,수남,화성,,,,상업시설,
signet,HNS001934,경기 영천동 동익미라벨타워,HNS00193402,n,,7kW,2023-08-17,보조금,환경부,환경부(23),,경기 화성시 동탄기흥로 560 (영천동),경기도,화성시,수남,화성,,,,상업시설,
signet,HNS001934,경기 영천동 동익미라벨타워,HNS00193403,n,,7kW,2023-08-17,보조금,환경부,환경부(23),,경기 화성시 동탄기흥로 560 (영천동),경기도,화성시,수남,화성,,,,상업시설,
signet,HNS001934,경기 영천동 동익미라벨타워,HNS00193404,n,,7kW,2023-08-17,보조금,환경부,환경부(23),,경기 화성시 동탄기흥로 560 (영천동),경기도,화성시,수남,화성,,,,상업시설,
signet,HNS001934,경기 영천동 동익미라벨타워,HNS00193405,n,,7kW,2023-08-17,보조금,환경부,환경부(23),,경기 화성시 동탄기흥로 560 (영천동),경기도,화성시,수남,화성,,,,상업시설,
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037901,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037902,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037903,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037904,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037905,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037906,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037907,y,2022-10-01,7kW,2022-09-28,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037908,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037909,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037910,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037911,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037912,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037913,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037914,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037915,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037916,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037917,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037918,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037919,y,2022-10-01,7kW,2022-09-19,보조금,환경부,환경부,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS000379,경기 영천동 동탄2엘에이치1단지A6블록아파트,HNS00037920,y,2022-12-01,7kW,2022-10-26,투자금,투자금,투자금,단독_7k,"경기 화성시 동탄대로24가길 27 (영천동, 동탄2 엘에이치1단지 에이6블록)",경기,화성시,수남,용인남부,수남,안산지점,0.022,아파트,913
signet,HNS001892,경기 영천동 동탄비즈타워,HNS00189201,y,2023-08-01,7kW,2023-07-24,보조금,환경부,환경부(23),,경기 화성시 동탄첨단산업1로 63-12 (영천동),경기,화성시,수남,화성,수남,용인남부지점,,상업시설,
signet,HNS001892,경기 영천동 동탄비즈타워,HNS00189202,y,2023-08-01,7kW,2023-07-24,보조금,환경부,환경부(23),,경기 화성시 동탄첨단산업1로 63-12 (영천동),경기,화성시,수남,화성,수남,용인남부지점,,상업시설,
signet,HNS001892,경기 영천동 동탄비즈타워,HNS00189203,y,2023-08-01,7kW,2023-07-24,보조금,환경부,환경부(23),,경기 화성시 동탄첨단산업1로 63-12 (영천동),경기,화성시,수남,화성,수남,용인남부지점,,상업시설,
signet,HNS001892,경기 영천동 동탄비즈타워,HNS00189204,y,2023-08-01,7kW,2023-07-24,보조금,환경부,환경부(23),,경기 화성시 동탄첨단산업1로 63-12 (영천동),경기,화성시,수남,화성,수남,용인남부지점,,상업시설,
signet,HNS001892,경기 영천동 동탄비즈타워,HNS00189205,y,2023-08-01,7kW,2023-07-24,보조금,환경부,환경부(23),,경기 화성시 동탄첨단산업1로 63-12 (영천동),경기,화성시,수남,화성,수남,용인남부지점,,상업시설,
signet,HNS001892,경기 영천동 동탄비즈타워,HNS00189206,y,2023-08-01,7kW,2023-07-24,보조금,환경부,환경부(23),,경기 화성시 동탄첨단산업1로 63-12 (영천동),경기,화성시,수남,화성,수남,용인남부지점,,상업시설,
signet,HNS001271,경기 영천동 케이밸리지식산업센터,HNS00127101,y,2023-01-01,3kW,2023-01-04,투자금,투자금,투자금,단독_3k,경기 화성시 동탄첨단산업1로 14 (영천동),경기,화성시,수남,용인남부,수남,용인남부지점,0.008,상업시설,124
signet,HNS001923,경기 영통동 모던타운,HNS00192301,n,,7kW,2023-08-08,보조금,환경부,환경부(23),,"경기 수원시 영통구 봉영로 1605 (영통동, 모던타운)",경기도,수원시 영통구,수남,수원동부,,,,상업시설,
signet,HNS001923,경기 영통동 모던타운,HNS00192302,n,,7kW,2023-08-08,보조금,환경부,환경부(23),,"경기 수원시 영통구 봉영로 1605 (영통동, 모던타운)",경기도,수원시 영통구,수남,수원동부,,,,상업시설,
signet,HNS001923,경기 영통동 모던타운,HNS00192303,n,,7kW,2023-08-08,보조금,환경부,환경부(23),,"경기 수원시 영통구 봉영로 1605 (영통동, 모던타운)",경기도,수원시 영통구,수남,수원동부,,,,상업시설,
signet,HNS000948,경기 영통동 미네시티프라자,HNS00094801,y,2023-03-01,7kW,2022-11-22,투자금,투자금,투자금,단독_7k,"경기 수원시 영통구 봉영로 1606 (영통동, 미네시티)",경기,수원시 영통구,수남,수원동부,수남,수원동부지점,0.024,아파트,83
signet,HNS000948,경기 영통동 미네시티프라자,HNS00094802,y,2023-03-01,7kW,2022-11-22,투자금,투자금,투자금,단독_7k,"경기 수원시 영통구 봉영로 1606 (영통동, 미네시티)",경기,수원시 영통구,수남,수원동부,수남,수원동부지점,0.024,아파트,83
signet,HNS001295,경기 영통동 보보스프라자,HNS00129501,y,2023-02-01,7kW,2023-01-06,보조금,환경부,환경부,단독_7k,"경기 수원시 영통구 봉영로 1612 (영통동, 보보스프라자)",경기,수원시 영통구,수남,수원동부,수남,수원동부지점,0.026,상업시설,230
signet,HNS001295,경기 영통동 보보스프라자,HNS00129502,y,2023-02-01,7kW,2023-01-06,보조금,환경부,환경부,단독_7k,"경기 수원시 영통구 봉영로 1612 (영통동, 보보스프라자)",경기,수원시 영통구,수남,수원동부,수남,수원동부지점,0.026,상업시설,230
signet,HNS001295,경기 영통동 보보스프라자,HNS00129503,y,2023-02-01,7kW,2023-01-06,보조금,환경부,환경부,단독_7k,"경기 수원시 영통구 봉영로 1612 (영통동, 보보스프라자)",경기,수원시 영통구,수남,수원동부,수남,수원동부지점,0.026,상업시설,230
signet,HNS001295,경기 영통동 보보스프라자,HNS00129504,y,2023-02-01,7kW,2023-01-06,보조금,환경부,환경부,단독_7k,"경기 수원시 영통구 봉영로 1612 (영통동, 보보스프라자)",경기,수원시 영통구,수남,수원동부,수남,수원동부지점,0.026,상업시설,230
signet,HNS001295,경기 영통동 보보스프라자,HNS00129505,y,2023-02-01,7kW,2023-01-06,보조금,환경부,환경부,단독_7k,"경기 수원시 영통구 봉영로 1612 (영통동, 보보스프라자)",경기,수원시 영통구,수남,수원동부,수남,수원동부지점,0.026,상업시설,230
signet,HNS001295,경기 영통동 보보스프라자,HNS00129506,y,2023-02-01,7kW,2023-01-06,투자금,투자금,투자금,단독_7k,"경기 수원시 영통구 봉영로 1612 (영통동, 보보스프라자)",경기,수원시 영통구,수남,수원동부,수남,수원동부지점,0.026,상업시설,230
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192101,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192102,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192103,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192104,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192105,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192106,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192107,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192108,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192109,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192110,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192111,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192112,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192113,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192114,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001921,경기 영통동 영통역아이파크오피스텔,HNS00192115,y,2023-08-01,7kW,2023-08-07,보조금,환경부,환경부(23),,"경기 수원시 영통구 반달로35번길 30 (영통동, 영통역 아이파크)",경기도,수원시 영통구,수남,수원동부,,,,오피스텔,
signet,HNS001643,경기 오도동 네취코리아,HNS00164301,y,2023-06-01,7kW,2023-04-19,보조금,환경부,환경부(23),단독_7k,경기 파주시 오도로 15 (오도동),경기,파주시,수북,고양북부,수북,고양북부지점,0.083,상업시설,24
signet,HNS001643,경기 오도동 네취코리아,HNS00164302,y,2023-06-01,7kW,2023-04-24,보조금,환경부,환경부(23),단독_7k,경기 파주시 오도로 15 (오도동),경기,파주시,수북,고양북부,수북,고양북부지점,0.083,상업시설,24
signet,HNS001917,경기 오산동 동탄역롯데캐슬아파트,HNS00191701,n,,7kW,2023-08-03,보조금,환경부,환경부(23),,"경기 화성시 동탄역로 150 (오산동, 동탄역 롯데캐슬)",경기도,화성시,수남,화성,,,,아파트,
signet,HNS001917,경기 오산동 동탄역롯데캐슬아파트,HNS00191702,n,,7kW,2023-08-03,보조금,환경부,환경부(23),,"경기 화성시 동탄역로 150 (오산동, 동탄역 롯데캐슬)",경기도,화성시,수남,화성,,,,아파트,
signet,HNS001917,경기 오산동 동탄역롯데캐슬아파트,HNS00191703,n,,7kW,2023-08-03,보조금,환경부,환경부(23),,"경기 화성시 동탄역로 150 (오산동, 동탄역 롯데캐슬)",경기도,화성시,수남,화성,,,,아파트,
signet,HNS001559,경기 오산동 여울시티오피스텔,HNS00155901,y,2023-04-01,7kW,2023-03-13,투자금,투자금,투자금,단독_7k,경기 화성시 동탄기흥로 447-28 (오산동),경기,화성시,수남,화성,수남,용인남부지점,0.025,오피스텔,160
signet,HNS001559,경기 오산동 여울시티오피스텔,HNS00155902,y,2023-04-01,7kW,2023-03-13,투자금,투자금,투자금,단독_7k,경기 화성시 동탄기흥로 447-28 (오산동),경기,화성시,수남,화성,수남,용인남부지점,0.025,오피스텔,160
signet,HNS001559,경기 오산동 여울시티오피스텔,HNS00155903,y,2023-04-01,7kW,2023-03-13,투자금,투자금,투자금,단독_7k,경기 화성시 동탄기흥로 447-28 (오산동),경기,화성시,수남,화성,수남,용인남부지점,0.025,오피스텔,160
signet,HNS001559,경기 오산동 여울시티오피스텔,HNS00155904,y,2023-04-01,7kW,2023-03-13,투자금,투자금,투자금,단독_7k,경기 화성시 동탄기흥로 447-28 (오산동),경기,화성시,수남,화성,수남,용인남부지점,0.025,오피스텔,160
signet,HNS000950,경기 오산동 우평라비엔파크오피스텔,HNS00095001,y,2023-04-01,7kW,2022-11-21,보조금,환경부,환경부,단독_7k,경기 화성시 동탄감배산로 124-8 (오산동),경기,화성시,수남,용인남부,수북,부천지점,0.02,오피스텔,294
signet,HNS000950,경기 오산동 우평라비엔파크오피스텔,HNS00095002,y,2023-04-01,7kW,2022-11-21,보조금,환경부,환경부,단독_7k,경기 화성시 동탄감배산로 124-8 (오산동),경기,화성시,수남,용인남부,수북,부천지점,0.02,오피스텔,294
signet,HNS000950,경기 오산동 우평라비엔파크오피스텔,HNS00095003,y,2023-04-01,7kW,2022-11-21,보조금,환경부,환경부,단독_7k,경기 화성시 동탄감배산로 124-8 (오산동),경기,화성시,수남,용인남부,수북,부천지점,0.02,오피스텔,294
signet,HNS000950,경기 오산동 우평라비엔파크오피스텔,HNS00095004,y,2023-04-01,7kW,2022-11-21,보조금,환경부,환경부,단독_7k,경기 화성시 동탄감배산로 124-8 (오산동),경기,화성시,수남,용인남부,수북,부천지점,0.02,오피스텔,294
signet,HNS000950,경기 오산동 우평라비엔파크오피스텔,HNS00095005,y,2023-04-01,7kW,2022-11-21,보조금,환경부,환경부,단독_7k,경기 화성시 동탄감배산로 124-8 (오산동),경기,화성시,수남,용인남부,수북,부천지점,0.02,오피스텔,294
signet,HNS000950,경기 오산동 우평라비엔파크오피스텔,HNS00095006,y,2023-04-01,7kW,2022-11-21,보조금,환경부,환경부,단독_7k,경기 화성시 동탄감배산로 124-8 (오산동),경기,화성시,수남,용인남부,수북,부천지점,0.02,오피스텔,294
signet,HNS000666,경기 오산동 유퍼스트오피스텔,HNS00066601,y,2022-10-01,3kW,2022-10-18,보조금,환경부,환경부,단독_3k,경기 화성시 동탄기흥로 447-20 (오산동),경기,화성시,수남,용인남부,가입자망운용,수원운용팀,0.047,오피스텔,149
signet,HNS000666,경기 오산동 유퍼스트오피스텔,HNS00066602,y,2022-10-01,3kW,2022-10-18,보조금,환경부,환경부,단독_3k,경기 화성시 동탄기흥로 447-20 (오산동),경기,화성시,수남,용인남부,가입자망운용,수원운용팀,0.047,오피스텔,149
signet,HNS000666,경기 오산동 유퍼스트오피스텔,HNS00066603,y,2022-10-01,3kW,2022-10-18,보조금,환경부,환경부,단독_3k,경기 화성시 동탄기흥로 447-20 (오산동),경기,화성시,수남,용인남부,가입자망운용,수원운용팀,0.047,오피스텔,149
stcc,1820,경기 오산시 오산대원아파트,10371,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10372,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10373,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10374,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10375,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10376,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10377,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10378,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10379,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10380,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10381,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
stcc,1820,경기 오산시 오산대원아파트,10382,y,2022-06-01,3kW,2022-06-24,투자금,투자금,투자금,단독_3k,경기 오산시 부원로 67-6,경기,오산시,수남,화성,수남,화성지점,0.013,아파트,901
signet,HNS001476,경기 오성리 경기새울학교,HNS00147601,y,2023-02-01,7kW,2023-02-06,투자금,투자금,투자금,단독_7k,"경기 이천시 율면 금율로862번길 231-20 (오성리, 경기새울학교)",경기,이천시,수남,성남광주,수북,고양북부지점,0.067,기타,30
signet,HNS001476,경기 오성리 경기새울학교,HNS00147602,y,2023-02-01,7kW,2023-02-06,투자금,투자금,투자금,단독_7k,"경기 이천시 율면 금율로862번길 231-20 (오성리, 경기새울학교)",경기,이천시,수남,성남광주,수북,고양북부지점,0.067,기타,30
signet,HNS000159,경기 오전동 민들레베스파트아파트,HNS00015901,y,2022-07-01,7kW,2022-07-13,투자금,투자금,투자금,단독_7k,"경기 의왕시 오전천로 54 (오전동, 민들레베스파트)",경기,의왕시,수남,안양,수남,안양지점,0.01,아파트,404
signet,HNS000159,경기 오전동 민들레베스파트아파트,HNS00015902,y,2022-07-01,7kW,2022-07-13,투자금,투자금,투자금,단독_7k,"경기 의왕시 오전천로 54 (오전동, 민들레베스파트)",경기,의왕시,수남,안양,수남,안양지점,0.01,아파트,404
signet,HNS000159,경기 오전동 민들레베스파트아파트,HNS00015903,y,2022-09-01,7kW,2022-11-23,보조금,환경부,환경부,단독_7k,"경기 의왕시 오전천로 54 (오전동, 민들레베스파트)",경기,의왕시,수남,안양,수남,안양지점,0.01,아파트,404
signet,HNS000159,경기 오전동 민들레베스파트아파트,HNS00015904,y,2022-09-01,7kW,2022-11-23,보조금,환경부,환경부,단독_7k,"경기 의왕시 오전천로 54 (오전동, 민들레베스파트)",경기,의왕시,수남,안양,수남,안양지점,0.01,아파트,404
signet,HNS000159,경기 오전동 민들레베스파트아파트,HNS00015905,y,2023-07-01,7kW,2023-07-03,보조금,환경부,환경부(23),,"경기 의왕시 오전천로 54 (오전동, 민들레베스파트)",경기,의왕시,수남,안양,수남,안양지점,,아파트,
signet,HNS000159,경기 오전동 민들레베스파트아파트,HNS00015906,y,2023-07-01,7kW,2023-07-03,보조금,환경부,환경부(23),,"경기 의왕시 오전천로 54 (오전동, 민들레베스파트)",경기,의왕시,수남,안양,수남,안양지점,,아파트,
signet,HNS000159,경기 오전동 민들레베스파트아파트,HNS00015907,y,2023-07-01,7kW,2023-07-03,보조금,환경부,환경부(23),,"경기 의왕시 오전천로 54 (오전동, 민들레베스파트)",경기,의왕시,수남,안양,수남,안양지점,,아파트,
